,airline_sentiment,airline,text,user_timezone
9428,negative,US Airways,@USAirways So you understand why I'm resorting to Twitter: No help available at  gate while this occurred or by phone afterward.,NA
9429,negative,US Airways,@USAirways going to miss my connection due to another tarmac delay - on US5268 then 4050 - need a flight home today please!,Eastern Time (US & Canada)
9430,negative,US Airways,"@USAirways, I'm expecting 400% reimbursement for the unprofessional decisions with US728 on 21 Feb. Check your very full complaint box.",NA
9431,negative,US Airways,"@USAirways what's the deal with flight 5268 from DCA to PHL? We boarded on time, left the gate a few mins Late Flight and are now sat on Tarmac?",Eastern Time (US & Canada)
9433,negative,US Airways,"@usairways really need help asap, so please make it quick. Thx.",Eastern Time (US & Canada)
9434,negative,US Airways,@USAirways well that is not going to help. I'vebeen on hold over 3 hrs &amp; my client wants his ff nbr in the record he's elite wAA,Central Time (US & Canada)
9435,negative,US Airways,@usairways hi. You lost my father's wheelchair. Every time we call we just get voicemail. My dad needs it to go home. Please DM me.,Eastern Time (US & Canada)
9436,negative,US Airways,"@USAirways 4 segments, 4/4 delayed. Gnv &gt; CTL . CTL &gt; JAN . JAN &gt; CTL . CTL &gt; GNV. My year off from flying with you guys was the way to go.",Eastern Time (US & Canada)
9437,negative,US Airways,@USAirways is charging me $200 to NOT take my flight. Lol. That is the last time I fly with them.,Pacific Time (US & Canada)
9438,negative,US Airways,@USAirways yes. It says bag is being delivered. The local number says Not Open. Asked main # for cust service got hung up on.,NA
9439,negative,US Airways,"@usairways Row 16, flight 634 today if you're looking for specifics! I can run to Home Depot for the WD40 you if you need.",Pacific Time (US & Canada)
9440,negative,US Airways,@USAirways seriously buy some WD40 for A319 operating flight 634 from GEG to Phoenix. Every seat squeaks w every shift. Still on ground!,Pacific Time (US & Canada)
9443,negative,US Airways,@USAirways anyone there to help? Still on hold...,Eastern Time (US & Canada)
9444,negative,US Airways,@USAirways oh yay! Now gate agents decide not to deal with upgrade list and just bump up whoever is closest.,Quito
9445,negative,US Airways,@USAirways site shows on-time but FlightAware site shows delayed. Trying to decide if I get out in this ice to catch FLT 456 to PHX.,Mountain Time (US & Canada)
9446,negative,US Airways,@USAirways is the absolute worst airline. 13 women were inconvenienced due to maintenance issues. Stuck all over- no care given.,Atlantic Time (Canada)
9447,negative,US Airways,"@USAirways flights &amp; ""customer relations"" are extremely disappointing. Faced too many problems to type. apology=$25 towards a flight. A JOKE",NA
9448,negative,US Airways,@USAirways sitting here in PHL with all of your rude Customer Service Agents!,NA
9449,negative,US Airways,@USAirways @AmericanAir - Can flight #415 get the paperwork inputted?? We should have taken off an hour .. #sittingontheplane #hungry,Quito
9450,negative,US Airways,@USAirways now on hold with customer care.  Wonder if someone will pick up the phone before 5pm.,Eastern Time (US & Canada)
9451,negative,US Airways,@USAirways when will FLT 445 get a gate at DEN? Over 20 minutes waiting with no information.,NA
9452,negative,US Airways,@USAirways lots of fun to be removed from top of a list and manually readded to the bottom thanks to club agents. Thanks a lot Asha at DCA.,Quito
9453,negative,US Airways,@USAirways your delayed flight out of Wilmington made me miss my flight out of Charlotte. Figure out how to take off and arrive on time.,NA
9454,positive,US Airways,@USAirways Wow unbelievable how you treat your customers at Puerto Rico airport! 👍,NA
9455,negative,US Airways,"@USAirways usually ""sorry"" doesn't involve moving people to middle seats and removing them from upgrade lists. Guess that's a club perk.",Quito
9456,negative,US Airways,@USAirways don't worry. Used own initiative and arriving much earlier than you planned for me,NA
9457,negative,US Airways,@USAirways nice try at the gate making traveler after traveler put bags in the size guide because you oversold.  Sorry #minefits,Eastern Time (US & Canada)
9458,negative,US Airways,"@USAirways horrible service, wrong plane arrived, many confirmed passengers could not get on flight we paid for due to lack of seats flight",NA
9459,neutral,US Airways,@USAirways trying to book award travel leaving on red-eye Sunday night after midnight. Should I book the date in Sunday or Monday?,Eastern Time (US & Canada)
9460,negative,US Airways,"@USAirways booked flight 1mnth ago, seat CONFIRMED, small plane arrived and was not allowed to board bcs no seat, horrible service",NA
9461,negative,US Airways,"@USAirways Very frustrated, checked bag in Logan, was not given a luggage ticket,now luggage is lost &amp; no ownership from @USAirways",NA
9462,positive,US Airways,@USAirways They were breathing very heavily. but were super helpful. Thank you.,Amsterdam
9463,negative,US Airways,"@USAirways Aye, and nothing to do with an automated system which doesn't work properly. Anyway, got through to somebody...",Amsterdam
9464,positive,US Airways,"@USAirways okay, great. Thank you!",Eastern Time (US & Canada)
9465,negative,US Airways,@USAirways now my rebooked connection is delayed.,NA
9466,negative,US Airways,@USAirways I am in meetings in California and have no luggage!!,NA
9467,negative,US Airways,@USAirways And the number your agent gave me to call says you are not open? And the main number goes to a computer saying it is delivered?,NA
9468,negative,US Airways,@USAirways any way to get your call center to answer for a OneWorld award? Whenever try system says too busy and disconnect or endless hold,Eastern Time (US & Canada)
9469,negative,US Airways,@USAirways Why did you put my luggage on the plane after mine? Then not deliver it to me like you said? Now show the claim as closed online?,NA
9470,negative,US Airways,@USAirways takes my money at once but then requires 7 to 10 days to process a refund? Why does your auto attendant hang up? #usairwaysfail,NA
9471,negative,US Airways,@USAirways how long for a reply,NA
9472,neutral,US Airways,@USAirways Bag policy says stroller OR car seat.  We need to bring 2 car seats and 1 stroller.  Should I just call for details?,NA
9473,positive,US Airways,@USAirways it was customer service like I have never seen before!  Kudos to your organization.,NA
9474,negative,US Airways,@USAirways Who intentionally buys a flight with a 10 hour layover?  And what kind of airline would charge $200 to fix it? Wow... #usairways,NA
9475,negative,US Airways,@USAirways how do I get a hold of customer service? I've called multiple times &amp; have been on hold for 30+ mins only to have to hang up,NA
9476,negative,US Airways,@USAirways is there a # or a time bracket I can call to fix this problem?I've been attempting to fix this contact information issue for days,NA
9477,negative,US Airways,@USAirways I called the number and they said no one is available to take my call...guys this is insane,NA
9478,negative,US Airways,.@USAirways Can't book a flight online or over the phone. Your customer service is usually great -- anything you can do to help?,Alaska
9479,negative,US Airways,"@USAirways / @AmericanAir was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time",Eastern Time (US & Canada)
9480,neutral,US Airways,"@USAirways contact via FB messages, Twitter DM or text?",Central Time (US & Canada)
9481,negative,US Airways,@USAirways called 3x &amp; it says high call volumes call back. At $1 a minute for international calls is there any way someone can contact me?,Central Time (US & Canada)
9482,negative,US Airways,@USAirways @jhughes1025 grrrrrrrr. Couldn't book a flight via calling either :(,Indiana (East)
9483,negative,US Airways,"@USAirways delayed, connection missed, now extended layover how about a lounge pass for PHL. #5077",NA
9484,negative,US Airways,"@USAirways Another twist in the plot. Took off from Miami, then had to return due to a unsecured cargo door. most stressful vacation ever.",NA
9485,negative,US Airways,@USAirways she will be reaching out to you! HARDWORKING mom just trying to do her best!,NA
9486,neutral,US Airways,"@USAirways great operation you guys are running. More mechanical issues, and now taping piece of plane together LOL http://t.co/I5V9wfbtuE",Quito
9487,neutral,US Airways,@USAirways thanks! Any idea when it will be resolved? I'd like to purchase my ticket!,Alaska
9488,neutral,US Airways,"@USAirways Hi, can you attach my AA FF# 94LXA62 to reservation E2KVM4. Thansk!",Eastern Time (US & Canada)
9489,negative,US Airways,@USAirways When I check online it states status closed. What does this mean? As I have yet been able to reach a live person...,NA
9490,negative,US Airways,@USAirways Your system is affected by the weather?,Amsterdam
9491,positive,US Airways,@USAirways we called and were able to get rescheduled. Thank you for the quick responses today!!,Central Time (US & Canada)
9492,negative,US Airways,@USAirways how do you get your aa frequent flyer number to appear in a USAir reservation?? Frustrating,Central Time (US & Canada)
9493,negative,US Airways,@USAirways I'm unable to check in for flight 2119 BOS-DCA and haven't heard if flight was Cancelled Flighted/rescheduled. Any updates??,Eastern Time (US & Canada)
9494,negative,US Airways,@USAirways / @AmericanAir don't forget without your customers you would be out of business! #epicfail #usairwaysfail,Eastern Time (US & Canada)
9495,neutral,US Airways,@USAirways Hi guys! Are flights 5594 and 3937 still on time? The site and app are both down and I can't check. Thanks!,Sydney
9496,negative,US Airways,@USAirways @AmericanAir hey since you    f*%#ed my wknd can I have day pass to admirals club or meal coupon or free coke? {blank stare},NA
9497,negative,US Airways,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,Eastern Time (US & Canada)
9498,negative,US Airways,"@USAirways I listed my baggage claim number.  Have them call me, my number is on the ticket.  I had to use Lady Speed Stick this morning.",NA
9499,negative,US Airways,@USAirways Another dead end.  They only handle AA L&amp;F.  They gave me the same failed # I already had. 610-362-7498(99) VM full.  #lost,Mountain Time (US & Canada)
