"Response","tweets"
"positive"," tutuapp vip you can  backup all  iphone settings with an app like  free 3utools and recover them after reinstallin  https   t co dmqlsdhelo"
"positive","rt  techinrl  airpods user guide and tutorial   updated for ios 12   part 4  daily user tips  and bonus tricks  https   t co byyfxfc4sd  ai "
"positive","hi  aashish kumar  many  thanks follow the  cloud  cloudunlock  cloudunlocker  apple  samsung  iphone  icloud https   t co 0xuqpzjsvv"
"neutral"," nowplaying picasso by shinee on  audiogate  iphone https   t co lwacl0iwpp"
"positive"," tweakboxapp remember to make  backup of all  iphone apps settings and games saves before removing and reinstalling  https   t co mzwsr9ezmk"
"positive","google io19 is coming in may  we can expect android q this year          googlepixel  pixel  teampixel  google  https   t co 0vooyicptt"
"negative","with airpods for three years  but also the earplugs and charging boxes have been lost  i finally waited until the a  https   t co us6nx5yaki"
"positive","wefix4less provide multiservice repair services in perth amboy   computer  iphone  imac contact us    support wefix  https   t co y0bp45htjs"
"positive"," iphonecase  iphone  apple  smartphonecase funny pig image iphone case just  12 98 https   t co e3h7nucwfm"
"positive","rt  robcounts  i just wanted to take this time to officially thank apple for creating the hardware that spies on us all   monitoring  apple "
"positive","mint like new  appleiphone8plus  buywithconfidence  64gb    187 000  bestbuy  call whatsapp  08022891860 0807840501  https   t co j05pwwgswc"
"neutral","netflix elimina il supporto ad airplay https   t co jw6dypcyvm  pcexpander  cybernews  apple  newsapple  iphone  https   t co nhxli7ozae"
"neutral"," nowplaying juliette by shinee on  audiogate  iphone https   t co 3yp8pbstzd"
"positive","looking like spring   iphone  flora https   t co kxbhjntusr"
"neutral","rt  zoozbeat  if you are creating  hip hop beats with your  zoozbeat on your  iphone  check out  hiphopdx for all things  hip hop  http   j "
"positive","some of the  best  iphone calendar apps for 2019  include our public calendars service      and the rest should  https   t co qtebjf3kao"
"positive","3 handy iphone apps that assist you with  home improvement  https   t co twtiallgdn  iphone  diy  home  ipad"
"negative","rt  elrehon  puzzle pelago is out now on iphone  download here  https   t co nrl32yhbhb   a drag and drop economy   preview of the official "
"positive","hey guys  video games in https   t co rpgttodmsn  shopping  price  money  car  coupon  tv  video  aws  prime  https   t co qphvowga9e"
"positive","why we love the iphone xs camera  the iphone xs camera is awesome  and here s why    iphonexs   iphone   camera  https   t co ikl8wx25da"
"positive","https   t co hpkr9yn21e  amazon anker  nebula prizm 2500 lux led home  projector  5w  speaker  1080p  support   https   t co art8kdwkma"
"neutral","guess the word   ios source code   https   t co iiixxjsl31 via  codesterhq  wordguessing   iphone  ipad  itunes  https   t co gasvjd3rvc"
"negative","dns  cloudflare warp vpn explained in tamil https   t co pnfwnjszxn   apple  iphone  ipad  tech  tamil  cloud  https   t co xn8andsak5"
"positive","rt  sutharphp  enough is enough    disappointed after straight 4rd week s  redminote7pro flash sale   i will never ever buy redmi or xiomi "
"negative","hot pink plasma on black iphone wallets https   t co drugfkw2ew via  redbubble  hot  pink  plasma  iphone  wallet  https   t co olcmmptgtd"
"positive","hi mate          australia  amazing  sydney  animals  koala  socute  cute  beautiful  dream  life  roadtrip  sun  https   t co qnr45kcuj8"
"positive","secret garden butterfly  otterbox  iphone case https   t co q7qj8eouo7 via  zazzle original  art 15   off "
"positive","best  business card scanner apps for  iphone and  ipad in 2019 https   t co sksfn4oghz"
"negative","crazy discount from amrit mobiles  amp  electronics     17000   flat discount on iphone xr in addition 10  cash back on  https   t co q9ze9ykkdt"
"positive","enough is enough    disappointed after straight 4rd week s  redminote7pro flash sale   i will never ever buy redmi  https   t co 29lu14gydm"
"positive","rt  sandisplash  what would you choose between these smartphones that are all similarly priced   huaweip30  samsung  iphone  feel free to t "
"negative","rt   korke   tweak   locallapstore  1 4 2     local appstore pay hack  condition     95  work    no work all apps games  repo    https   t  "
"neutral","                iphone  android                    ios  google  play amazon"
"negative","country and capital quiz   ios source code   https   t co nptawcvt8h via  codesterhq    triviaquiz  3wordguessing  https   t co d0awecds2h"
"positive","rt  gee5ive1113  i m moving forward can t nobody stop me  5        gee5ive  nowornever  gwagon  mercedes  hiphop  photography  iphone  ovo "
"positive","rescue dog rescue  game of thrones edition with emilia clarke  stephencolbert  instagram  ipad  iphone     https   t co 2dqfhxe1ld"
"positive","hi rez studios is looking for play testers for upcoming projects  including on mobile   toucharcade  hi rez studios  https   t co hnz6qkbaii"
"positive","wait a minute   so you have a phone  possibly one just like mine  iphone  and you want to grab my phone and call so  https   t co hkmewbmsdl"
"positive"," latest  bluetooth  smart  watch with  camera text call mic for  iphone  samsung lg zte  https   t co gxf4wrzwzb pr  https   t co tvlorawyse"
"neutral","magnetic charger   link in bio    iphone  android https   t co vrm7zmzwat"
"positive","anything mac exclusive offer  flat 17 000 off on all iphone xr models  anymacbiz  anymac   macair  apple  iphonexs  https   t co ed6cyxkfkd"
"positive","i m really into hot amazon right now  iphone"
"positive","gmail signature  emailsignature  creative  awesome  typography  vector  graphicdesign  signature  illustrator  https   t co ubzqwtjuif"
"positive","https   t co n7bfjfk2ku you can visit us or call us on 98 101 620 28  apple  iphone  applewatch  iphonex  https   t co guz0y4mr2d"
"positive","this email signature will support all major email platforms like gmail  outlook  hotmail  yahoo  thunderbird and mu  https   t co wcpjcn9msn"
"positive"," win an hp sprocket plus from  compatink1 to print your mobile snaps on the go       enter here    https   t co hcr4x1h64c"
"positive","natural crystal bullet pendant iksmarkets   things and more shop   https   t co db18q66btq tag  follow and share   https   t co 4dd9cryqrq"
"positive"," sideshotsaturday in front of apple   apple  iphone  iwatch  ipad             captivated imagery   jeep  jeeplife  https   t co xidiebzvlg"
"positive","thanks for following us on twitter  check out our app page   https   t co v1kwptazw0 to see our new apps  freeapps  https   t co 19ysgy9ep6"
"neutral","it s april 06  2019 at 02 00am  still looking to  unlock  gsm  phone  xsmax xs xr  unlockfusion  unlocks  apple  https   t co e7ztktiadb"
"positive","https   t co q5xejhrkb7 stickling   sticker  maker  studio for the personal touch of your romantic chats  download  https   t co kkqtlwwjm7"
"positive","price drop   my little princess   wiza  on sale for  iphone  ipad  2 99  gt  gt  free https   t co zpurwbulow https   t co vtz2dlvj6q"
"neutral","rt  ar72014   wallpapers  iphone   iphonexsmax  iphonexs  iphonex  iphonexr   virtual paper  wallpaper for    iphone xs max   iphone xr htt "
"positive","how to save iphone pictures to snapfish   iphone  iphonepictures  iphonepicturestosnapfish  iphonetosnapfish  https   t co 4dwuu3ou2o"
"negative","rocky 40  landscape  timelapse  camera  people  josuegonzalez  rocky  box  iphone  sport  topmodel  fashion https   t co m21d5s40aj"
"neutral","flat  iphone x mockup for adobe xd https   t co gtiaezjtj9  mockups  iphonex"
"positive","mockupos for screenshots without help of designer   https   t co qfz0fz9x3e    iphone  mockup  mockupdesign  https   t co e2xpyuylax"
"negative","mobile journos and selfie addicts  get an idea which one is better  samsung s10 plus or  iphone xs max   mojo phones https   t co vwb0vrpd32"
"neutral"," pre order  cherry airpods case    540   40  60     airpods  apple  cherryairpodscase  iphone                   https   t co 4qjnoztw9o"
"positive"," bible verse found with words of jesus each day by  roboticode for  android  iphone  kindle   dailyinspiration https   t co mcs3qj0bxt"
"positive"," bible verse found with wise proverbs daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co wbg58gesr1"
"positive","rt  marshmellorun  ringo   epic arcade fun is now on the app store  iphone  ipad  appwatch  indiegames  indiedev   download   https   t co  "
"neutral","rt  suudaupdate  iphone models in 5 42 inch  6 06 inch  6 67 inch sizes about to announce in 2020   news https   t co wmwhcipqqh  iphone  a "
"positive","rt  justniklpikl   radim kacer  i can t wait for the new series  it s going to match perfectly with spearmint apple silicone case    digita "
"positive","how to sell used phone with ease and safe https   t co diinub0qru  iphone  secondhand  refurbished  glyde  gazelle  https   t co farlug7fp1"
"positive","i praise only u  u are my jesus  so y am i the one being crucified  deepbiblicalimagery  poetry  sosaad  iphone  ipod  gangnamstyle"
"positive","all red looks good doesn t it           getwithget  gadgets  electronics  tech  newtech  techies  technology  https   t co ipg5ekufly"
"positive","given that the most popular way to control smart home devices is with a smartphone  this is useful info to know if  https   t co 8g1pay39o4"
"neutral","rt  indevelopers    plug toolbox        giveaway      the only minecraft inventory and custom settings editor for ios     retweet  amp  follow "
"positive","a beautiful sunset and irving that got tired and cold      breevaart  puppy  streetphotography  sunset  https   t co fcla9cphur"
"positive","earn real rewards for trying new apps  download apps for points   amp  swap points for awesome prizes   https   t co uovethdzpl"
"negative","riddles trivia   quiz word game ios source code   https   t co bupghmbe75 via  codesterhq  triviaquiz  3wordguessin  https   t co lacyfqdshv"
"neutral","help for how to  delete  gmail  account on  iphone via  https   t co fakoxy05my https   t co orvdvoklst"
"positive","child rearing has turned into significantly more than duty nowadays  particularly when you need to take care of tho  https   t co ajjkewyxfb"
"neutral","rt  hk3ton   wallpapers  iphone  geometric  lockscreen  apple  abstract  devices  homescreen  geometric  wallpapers for        iphonex "
"neutral","nowplaying   subskrilla   midnight marauder  https   t co 6xyfg2isbo   iphone app https   t co csmu9adcyx   peripouwebradio"
"positive","nowplaying   baaskat   gold nova  https   t co 6xyfg2isbo   iphone app https   t co csmu9adcyx   peripouwebradio"
"positive","iphone 6 16gb  status  new  interested  dm for price   phone  iphone  gadgets  iphone6"
"positive","laskar pelangi   swipe to see more vibrant rainbow  gt    photography  landscape  rainbow  pictures  pelangi  iphone  https   t co kbjjbgsnij"
"neutral","weekend starts          follow   manavpiplani        picoftheday  likesforlikes  sodelhi  nom  indianfood  platter  https   t co phtnty5qeq"
"negative"," apple  applemusic apple reduces price on  iphonexr  iphone  applemusic in  india drastically   has  apple started to  panic"
"neutral"," imessage needs to introduce this  reply to individual message    la  whatsapp  not having that is a bit frustratin  https   t co zmhhvgxwqj"
"positive","what would you choose between these smartphones that are all similarly priced   huaweip30  samsung  iphone  feel free to tell me why "
