"","airline_sentiment","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","text","tweet_coord","tweet_location","user_timezone"
"5407","neutral",1,NA,NA,"Southwest","@SouthwestAir Are we sure flights will not be Cancelled Flighted after 1200 I am trying to make plans in STL",NA,"South Carloina",NA
"5408","positive",1,NA,NA,"Southwest","@SouthwestAir great flight! And great view! http://t.co/auFM4xdaj2",NA,"Den10","Central Time (US & Canada)"
"5409","negative",1,"Customer Service Issue",1,"Southwest","@SouthwestAir Have been on hold to reschedule a flight for 1.5 hours! Please help! Phone will be out of batteries soon.",NA,NA,NA
"5410","negative",1,"Customer Service Issue",1,"Southwest","@SouthwestAir 40 minutes still haven't talked to one person #shocking phone is gonna died before I talk to anyone http://t.co/iWoiGRLHXb",NA,"Omaha, NE ",NA
"5411","neutral",1,NA,NA,"Southwest","@SouthwestAir Flight 4315 (N231WN) taxis at @FlyTPA prior to flight to @Fly_Nashville http://t.co/IDRa8keNoH",NA,"Englewood, Florida","Eastern Time (US & Canada)"
"5412","negative",1,"Customer Service Issue",0.6828,"Southwest","@SouthwestAir  at fort launder dale and the gate agent can't switch flights to an earlier flight but we can on our phone...ridiculous",NA,NA,NA
"5413","negative",1,"Cancelled Flight",1,"Southwest","@SouthwestAir so why is every single flight out of @PortColumbusCMH Cancelled Flightled for only your airline?",NA,NA,NA
"5414","negative",1,"Cancelled Flight",0.6333,"Southwest","@SouthwestAir Cancelled Flightled my flight won't refund me and told me 2 call customer service n been holding for 30 minutes still waitin #BadService",NA,"Omaha, NE ",NA
"5415","negative",1,"Customer Service Issue",1,"Southwest","@SouthwestAir I'm going to need you to answer your phones. Being on hold for an hour isn't okay.",NA,"Louisville, KY ","Mountain Time (US & Canada)"
"5416","negative",1,"Customer Service Issue",0.6787,"Southwest","@SouthwestAir almost an hour on hold for swa is inexcusable #hiremorepeople",NA,NA,"Central Time (US & Canada)"
"5417","positive",1,NA,NA,"Southwest","@SouthwestAir is my favorite airline!  I can't wait to book my flight to New Orleans for my trip in April!! :) :)",NA,"Narragansett, Rhode Island","Atlantic Time (Canada)"
"5418","negative",0.6712,"Customer Service Issue",0.6712,"Southwest","@SouthwestAir Suggestions: tell customers approximate wait times when they are on hold (50 min now...) and allow them to Cancelled Flight online!",NA,NA,NA
"5419","negative",1,"Cancelled Flight",0.6883,"Southwest","@SouthwestAir Thanks for not telling us our flight was Cancelled Flightled, not helping us in anyway and ruining my birthday. #worstcustomerservice",NA,"Branson, MO","Central Time (US & Canada)"
"5420","negative",1,"Customer Service Issue",1,"Southwest","@SouthwestAir how is tkt in the A grp for a cxld flight gets stuck at the back of the Cs when your site, phone and agents took 1h to rebook",NA,"Somerville, MA","Eastern Time (US & Canada)"
"5421","positive",1,NA,NA,"Southwest","@SouthwestAir loving the boarding to go to Chicago #KeepItMovin'",NA,NA,"Central Time (US & Canada)"
"5422","neutral",0.6269,NA,NA,"Southwest","@SouthwestAir flt 3260 out of mht. Have fun with my kids and grandkids 10 of them!!  Jack says hi! http://t.co/BHOOiyT6ZQ",NA,NA,"Eastern Time (US & Canada)"
"5423","negative",1,"Cancelled Flight",1,"Southwest","@SouthwestAir jumped the gun a little Cancelled Flighting our flights? No other airline is Cancelled Flighting out of Louisville. You're ruining my vacation.",NA,"Louisville, KY ","Mountain Time (US & Canada)"
"5424","negative",0.6789,"Customer Service Issue",0.36,"Southwest","@SouthwestAir apologies help. Would have been nice had supvsr. Sally in CLE offered one. Not usual gr8 southwest customer service I love",NA,"New York City","Eastern Time (US & Canada)"
"5425","negative",1,"Customer Service Issue",0.7057,"Southwest","@SouthwestAir On hold for two hours and it timed-out on me. Great system you got there.",NA,NA,NA
"5426","negative",0.6485,"Can't Tell",0.6485,"Southwest","@SouthwestAir rocks - @AmericanAir horror",NA,NA,"Pacific Time (US & Canada)"
"5427","negative",1,"Customer Service Issue",0.6566,"Southwest","@SouthwestAir Any plans to implement a call-back system on your reFlight Booking Problems line? Been on hold for over an hour now...",NA,NA,NA
"5428","negative",0.6704,"Customer Service Issue",0.6704,"Southwest","@SouthwestAir There's nothing I love more than being on hold for over an hour http://t.co/LIQWoblFbT",NA,"Liberty Lake, WA","Pacific Time (US & Canada)"
"5429","neutral",1,NA,NA,"Southwest","@SouthwestAir @Imaginedragons #DestinationDragons Scavenger Hunt rules: http://t.co/vHgkiTzSaw",NA,"Oregon","Alaska"
"5430","negative",0.663,"Flight Booking Problems",0.3587,"Southwest","@SouthwestAir app error - says click here, can't click not hyperlinked http://t.co/IH5w9nfKz2",NA,"Indianapolis, IN","Atlantic Time (Canada)"
"5431","negative",1,"Customer Service Issue",0.6733,"Southwest","@SouthwestAir I need your help but no one will pick up the phone.",NA,"St. Louis, MO","Central Time (US & Canada)"
"5432","negative",1,"Customer Service Issue",1,"Southwest","@SouthwestAir Anyone answering phone this morning at 800IFLYSWA? On hold 51 minutes and counting...",NA,"St Louis, MO","Central Time (US & Canada)"
"5434","negative",0.6678,"Can't Tell",0.3532,"Southwest","@SouthwestAir were you handing out tickets while I was sleep ?",NA,"Henderson,NV","Central Time (US & Canada)"
"5435","neutral",0.6995,NA,0,"Southwest","@SouthwestAir DAL is due for sleet Sun. eve-didn't see it listed for cities that can re-book?  Fly to DCA at 8:10",NA,NA,"Quito"
"5436","positive",1,NA,NA,"Southwest","@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks",NA,"New York",NA
"5437","negative",1,"Customer Service Issue",0.6818,"Southwest","@SouthwestAir why did I not receive drink coupons with 65,000 points? But all my friends did?",NA,"Chicago, IL","Eastern Time (US & Canada)"
"5438","neutral",0.6967,NA,0,"Southwest","@SouthwestAir absolutely required? Are the flights going to be 100% Cancelled Flighted?",NA,"Columbus, OH","Central Time (US & Canada)"
"5439","neutral",1,NA,NA,"Southwest","@SouthwestAir I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling",NA,"Columbus, OH","Central Time (US & Canada)"
"5440","neutral",1,NA,NA,"Southwest","@SouthwestAir Do you have childrens rates for flights?",NA,"north bend, wa",NA
"5441","negative",1,"Bad Flight",0.6588,"Southwest","@SouthwestAir how often are airplane seats/tray tables cleaned and sanitized? rather have air purifier and clean seats than #wifi 😷😱",NA,"Texas","Central Time (US & Canada)"
"5442","negative",1,"Lost Luggage",1,"Southwest","@SouthwestAir I lost my luggage. My birthday wish is to find my luggage.",NA,"Iowa State University ",NA
"5443","neutral",1,NA,NA,"Southwest","@SouthwestAir  If you'd love to see more girls get inspired about becoming pilots, RT our free Albuquerque event. http://t.co/rfXlV1kGDh",NA,"Albuquerque, NM",NA
"5444","neutral",1,NA,NA,"Southwest","@SouthwestAir at troubadour with @Imaginedragons .#DestinationDragons http://t.co/rKlQXXaWhc",NA,"Rhode Island ,Mass,CT","Eastern Time (US & Canada)"
"5445","neutral",1,NA,NA,"Southwest","@SouthwestAir Hey there, can you follow us so we can DM you a question :) 😁",NA,"Atlanta, GA",NA
"5446","negative",0.6955,"Cancelled Flight",0.6955,"Southwest","@SouthwestAir got a text my flight was Cancelled Flightled! Now what do I do :/?? Help please!!!",NA,"The Ohio State University","Quito"
"5447","negative",1,"Late Flight",0.6579,"Southwest","@SouthwestAir Been sitting outside our gate for 30 mins at LGA. Why no move to another gate? We'e baking on this plane!?! flight #3415",NA,"Denver, CO","Mountain Time (US & Canada)"
"5448","negative",1,"longlines",0.6629,"Southwest","@southwestair Grand total from landing to getting bag: one hour. That's very sad.",NA,"Charleston, SC","Eastern Time (US & Canada)"
"5449","negative",1,"Flight Attendant Complaints",0.3412,"Southwest","@southwestair Your staff was really kind about the flight delay. Luggage? Not at all. Very disappointing.",NA,"Charleston, SC","Eastern Time (US & Canada)"
"5450","positive",1,NA,NA,"Southwest","@SouthwestAir Hey southwest! I wanna go to see @Imaginedragons ! You guys are a lot better then jet blue.",NA,"City of Angels","Pacific Time (US & Canada)"
"5451","negative",1,"Lost Luggage",1,"Southwest","@southwestair Landed an hour Late Flight from IND to DEN, and 40+ min Late Flightr, our bags are not here. Not cool.",NA,"Charleston, SC","Eastern Time (US & Canada)"
"5452","positive",1,NA,NA,"Southwest","@SouthwestAir Hey sourhwest can you send me to Atlanta to see @Imaginedragons ? I will fly southwest forever. U guys are the best airline!",NA,"City of Angels","Pacific Time (US & Canada)"
"5453","negative",1,"Customer Service Issue",0.6652,"Southwest","@SouthwestAir Horrible experience ever with airline..Have to reconsider any future flights. Customer service ... http://t.co/EczHcmM5vi",NA,"HOUSTON ","Eastern Time (US & Canada)"
"5454","neutral",0.7172,NA,0,"Southwest","@SouthwestAir Salted or honey roasted? I vote to bring back the salted peanuts. I dread a year of the honey roasted!😖 http://t.co/RHw78ktQFO",NA,NA,NA
"5455","neutral",0.663,NA,0,"Southwest","@SouthwestAir - did SWA send out customer surveys to earn $100 toward flights? Is this legit?",NA,NA,NA
"5456","neutral",0.6752,NA,0,"Southwest","@SouthwestAir @TifffyHuang I met my twitter friend waiting outside the Troubadour #DestinationDragons http://t.co/lf69waf5ad",NA,NA,"Eastern Time (US & Canada)"
"5457","neutral",1,NA,NA,"Southwest","@SouthwestAir Do you still offer discounts on seats for children under 2? We would rather put him in a seat than in a lap!",NA,"Kentucky, USA","Eastern Time (US & Canada)"
"5458","negative",1,"Customer Service Issue",0.3489,"Southwest","@SouthwestAir wanting a ⭐️ for the ✈️ finding the gate. No apology or exp. All good, I'm sure connecting flight leaving SAC will be chill!",NA,"Los Angeles","Pacific Time (US & Canada)"
"5459","negative",1,"Late Flight",1,"Southwest","@SouthwestAir sucks. Passengers leaving the plane to make room luggage, checking luggage and getting back on. Delayed flights to same city.",NA,"San Francisco, CA","Pacific Time (US & Canada)"
"5460","negative",0.6598,"Bad Flight",0.3402,"Southwest","@SouthwestAir cool the plane you said is ours that just left the terminal for a diff city? She a cold betch for ""flying the friendly skies""",NA,"Los Angeles","Pacific Time (US & Canada)"
"5461","neutral",0.6535,NA,0,"Southwest","@SouthwestAir it was 3472",NA,NA,NA
"5463","neutral",0.7066,NA,0,"Southwest","@SouthwestAir how do I find travel funds I have available to use f/ past changed flights? don't see an option in my account.",NA,"Chicago","Central Time (US & Canada)"
"5464","positive",1,NA,NA,"Southwest","@SouthwestAir @FortuneMagazine 
great news.",NA,"USA",NA
"5465","positive",1,NA,NA,"Southwest","@SouthwestAir is making dreams come true with their #DestinationDragons scavenger hunt! You can win a chance to see Imagine Dragons! Go!",NA,"India ✈️ Chicago ✈️ D.C. ✈️ FL",NA
"5466","neutral",0.6627,NA,0,"Southwest","@SouthwestAir my father was kind enough to offer to pay for a hotel, but I can't use this coupon if he pays from FL. no help?",NA,"Philadelphia, PA","Quito"
"5467","negative",1,"Can't Tell",0.6571,"Southwest","@SouthwestAir every other city on your nationwide sale has fabulous fares. Why nothing from Buffalo? except for 2 cities?",NA,"new york","Eastern Time (US & Canada)"
"5468","negative",0.6598,"Can't Tell",0.3632,"Southwest","@SouthwestAir I have a voucher w swa that expires 4/10. An extension would be a lot of luv",NA,"Dallas","Central Time (US & Canada)"
"5470","negative",1,"Late Flight",0.3725,"Southwest","@SouthwestAir not sure why we are still here in Dallas.  Plane has been at gate for 30 min.  No update at all.  Flight 1140, poor service.",NA,"Dallas, TX.",NA
"5471","negative",1,"Cancelled Flight",1,"Southwest","@SouthwestAir Loved one's flight ATL to IND Cancelled Flightled due to ""ice in Indy"". Sitting here in Indy, it is bone dry. Tomorrow 4-6"" of snow.",NA,NA,"Eastern Time (US & Canada)"
"5472","positive",1,NA,NA,"Southwest","@SouthwestAir All's well. I got comped with multiple other bags which just made my day! http://t.co/1AAVvoREpH",NA,"Raleigh",NA
"5473","positive",1,NA,NA,"Southwest","@SouthwestAir thanks for the ride to Chicago. #kmdw #b738 http://t.co/6cpYPGFnD6",NA,NA,NA
"5474","neutral",0.6904,NA,NA,"Southwest","@SouthwestAir booked the 8th.... Save me an emergency exit... Gotta stretch out",NA,"FORT WORTH TEXAS! ","Central Time (US & Canada)"
"5475","negative",1,"Cancelled Flight",0.6524,"Southwest","@SouthwestAir I'm in line at the airport right now. Will you cover hotel fair or am I to sleep in the airport?",NA,"Philadelphia, PA","Quito"
"5476","positive",1,NA,NA,"Southwest","@SouthwestAir @JasonWhitely flt 947 Emer stop in Albuquer for a heart condition, crew was awesome, pilot was Maverick on the divert.",NA,NA,"Central Time (US & Canada)"
"5477","positive",1,NA,NA,"Southwest","@SouthwestAir Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍",NA,"iPhone: 35.300907,-85.900749","Central Time (US & Canada)"
"5478","negative",1,"Cancelled Flight",1,"Southwest","@SouthwestAir Cancelled Flightled my flight and I'm stranded in St. Louis. Not sure what to do. No other flight until tomorrow. Am I to sleep in airpt",NA,"Philadelphia, PA","Quito"
"5479","neutral",0.6739,NA,0,"Southwest","@SouthwestAir I think that flight was supposed to go to Houston as well, in case someone could check that?",NA,"USA, USA!","Eastern Time (US & Canada)"
"5480","negative",1,"Late Flight",0.6804,"Southwest","@SouthwestAir - stuck on the runway, again. Delayed on Wednesday. Not a good way to take care of your loyal customers.",NA,"Chicago","Mountain Time (US & Canada)"
"5481","positive",1,NA,NA,"Southwest","@SouthwestAir you guys held our flight #330!  Thank you!!!  About to take off from MDW now to Oakland.  Thanks",NA,NA,NA
"5482","positive",1,NA,NA,"Southwest","@SouthwestAir first time flying with you. You've definitely won me over!",NA,"Douglaston, NY","Atlantic Time (Canada)"
"5483","negative",1,"Late Flight",0.7008,"Southwest","@SouthwestAir we're doing our best; sitting at a gate waiting (while not being given information why we're delayed) isn't making this easy",NA,"Tucker,  GA","Eastern Time (US & Canada)"
"5484","positive",1,NA,NA,"Southwest","@SouthwestAir rocks! Open letter to flight attendant. http://t.co/zFrOINPSzI  &lt; my child was inspired.  Thank you.",NA,NA,"Pacific Time (US & Canada)"
